recipeId,parentA,parentAName,parentB,parentBName,child,childName,parentGrade,childGrade,requiredParentStar,outputStar,successBasisPoints,rule
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.metal.02,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.metal.02,鳴金靈隼,凡品,人品,3,1,10000,same_species
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.metal.03,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.metal.02,鳴金靈隼,凡品,人品,3,1,10000,named
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.metal.04,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.human.metal.05,斷嶽金羚,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.metal.05,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.metal.05,鎏金靈羚,spirit_beast.human.metal.06,白玉貔靈,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.metal.06,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.metal.06,磁尾幼螭,spirit_beast.human.metal.01,玄鋒獬豸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.wood.01,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.wood.01,琅葉麋,spirit_beast.human.metal.02,鳴金靈隼,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.wood.02,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.wood.02,青藤翼狐,spirit_beast.human.metal.03,星鎧猙獸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.wood.03,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.wood.03,芳華翼猊,spirit_beast.human.metal.04,鎏電靈貂,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.wood.04,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.wood.04,翠冠靈鶴,spirit_beast.human.metal.05,斷嶽金羚,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.wood.05,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.wood.05,木靈青鹿,spirit_beast.human.metal.06,白玉貔靈,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.wood.06,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.wood.06,芝雲神貘,spirit_beast.human.metal.01,玄鋒獬豸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.water.01,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.water.01,瀲光靈鯢,spirit_beast.human.water.02,滄浪青螭,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.water.02,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.water.02,月潮飛玄龜,spirit_beast.human.water.03,月汐長鰭鯉,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.water.03,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.water.03,雲鰭青螭,spirit_beast.human.water.04,琉璃海馬麟,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.water.04,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.water.04,碧渦海馬,spirit_beast.human.water.05,珠泉獨角靈鯉,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.water.05,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.water.05,珠霧蝶翼麟,spirit_beast.human.water.06,霧海靈鯤,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.02:spirit_beast.fan.water.06,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.fan.water.06,玄波幼螭,spirit_beast.human.water.01,寒潭靈黿,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.01:spirit_beast.fan.metal.02,spirit_beast.fan.fire.01,焰翎靈鶴,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.fire.02,離焰九尾,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.02:spirit_beast.fan.metal.02,spirit_beast.fan.fire.02,赤燼翼狐,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.fire.03,丹霞火鸞,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.03:spirit_beast.fan.metal.02,spirit_beast.fan.fire.03,火羽鸞雛,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.fire.04,熔星狻猊,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.04:spirit_beast.fan.metal.02,spirit_beast.fan.fire.04,熾角狴犴,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.fire.05,南明靈獬,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.05:spirit_beast.fan.metal.02,spirit_beast.fan.fire.05,丹霞靈獬,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.fire.06,燼羽鳳靈,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.06:spirit_beast.fan.metal.02,spirit_beast.fan.fire.06,燈魄鳳靈,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.fire.01,赤曜朱鶴,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.01:spirit_beast.fan.metal.02,spirit_beast.fan.earth.01,靈岩幼獬,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.metal.02,鳴金靈隼,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.02:spirit_beast.fan.metal.02,spirit_beast.fan.earth.02,山紋翼羆,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.metal.03,星鎧猙獸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.03:spirit_beast.fan.metal.02,spirit_beast.fan.earth.03,坤砂靈羚,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.metal.04,鎏電靈貂,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.04:spirit_beast.fan.metal.02,spirit_beast.fan.earth.04,玉壤靈犀,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.metal.05,斷嶽金羚,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.05:spirit_beast.fan.metal.02,spirit_beast.fan.earth.05,石髓龍龜,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.metal.06,白玉貔靈,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.06:spirit_beast.fan.metal.02,spirit_beast.fan.earth.06,雲嶽角猊,spirit_beast.fan.metal.02,銀羽靈鷹,spirit_beast.human.metal.01,玄鋒獬豸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.metal.03,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.metal.03,星鎧猙獸,凡品,人品,3,1,10000,same_species
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.metal.04,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.human.metal.03,星鎧猙獸,凡品,人品,3,1,10000,named
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.metal.05,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.metal.05,鎏金靈羚,spirit_beast.human.metal.01,玄鋒獬豸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.metal.06,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.metal.06,磁尾幼螭,spirit_beast.human.metal.02,鳴金靈隼,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.wood.01,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.wood.01,琅葉麋,spirit_beast.human.metal.03,星鎧猙獸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.wood.02,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.wood.02,青藤翼狐,spirit_beast.human.metal.04,鎏電靈貂,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.wood.03,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.wood.03,芳華翼猊,spirit_beast.human.metal.05,斷嶽金羚,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.wood.04,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.wood.04,翠冠靈鶴,spirit_beast.human.metal.06,白玉貔靈,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.wood.05,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.wood.05,木靈青鹿,spirit_beast.human.metal.01,玄鋒獬豸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.wood.06,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.wood.06,芝雲神貘,spirit_beast.human.metal.02,鳴金靈隼,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.water.01,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.water.01,瀲光靈鯢,spirit_beast.human.water.03,月汐長鰭鯉,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.water.02,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.water.02,月潮飛玄龜,spirit_beast.human.water.04,琉璃海馬麟,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.water.03,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.water.03,雲鰭青螭,spirit_beast.human.water.05,珠泉獨角靈鯉,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.water.04,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.water.04,碧渦海馬,spirit_beast.human.water.06,霧海靈鯤,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.water.05,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.water.05,珠霧蝶翼麟,spirit_beast.human.water.01,寒潭靈黿,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.03:spirit_beast.fan.water.06,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.fan.water.06,玄波幼螭,spirit_beast.human.water.02,滄浪青螭,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.01:spirit_beast.fan.metal.03,spirit_beast.fan.fire.01,焰翎靈鶴,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.fire.03,丹霞火鸞,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.02:spirit_beast.fan.metal.03,spirit_beast.fan.fire.02,赤燼翼狐,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.fire.04,熔星狻猊,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.03:spirit_beast.fan.metal.03,spirit_beast.fan.fire.03,火羽鸞雛,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.fire.05,南明靈獬,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.04:spirit_beast.fan.metal.03,spirit_beast.fan.fire.04,熾角狴犴,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.fire.06,燼羽鳳靈,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.05:spirit_beast.fan.metal.03,spirit_beast.fan.fire.05,丹霞靈獬,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.fire.01,赤曜朱鶴,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.06:spirit_beast.fan.metal.03,spirit_beast.fan.fire.06,燈魄鳳靈,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.fire.02,離焰九尾,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.01:spirit_beast.fan.metal.03,spirit_beast.fan.earth.01,靈岩幼獬,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.metal.03,星鎧猙獸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.02:spirit_beast.fan.metal.03,spirit_beast.fan.earth.02,山紋翼羆,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.metal.04,鎏電靈貂,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.03:spirit_beast.fan.metal.03,spirit_beast.fan.earth.03,坤砂靈羚,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.metal.05,斷嶽金羚,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.04:spirit_beast.fan.metal.03,spirit_beast.fan.earth.04,玉壤靈犀,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.metal.06,白玉貔靈,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.05:spirit_beast.fan.metal.03,spirit_beast.fan.earth.05,石髓龍龜,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.metal.01,玄鋒獬豸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.earth.06:spirit_beast.fan.metal.03,spirit_beast.fan.earth.06,雲嶽角猊,spirit_beast.fan.metal.03,玄鐵背猊,spirit_beast.human.metal.02,鳴金靈隼,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.metal.04,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.human.metal.04,鎏電靈貂,凡品,人品,3,1,10000,same_species
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.metal.05,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.metal.05,鎏金靈羚,spirit_beast.human.metal.04,鎏電靈貂,凡品,人品,3,1,10000,named
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.metal.06,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.metal.06,磁尾幼螭,spirit_beast.human.metal.03,星鎧猙獸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.wood.01,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.wood.01,琅葉麋,spirit_beast.human.metal.04,鎏電靈貂,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.wood.02,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.wood.02,青藤翼狐,spirit_beast.human.metal.05,斷嶽金羚,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.wood.03,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.wood.03,芳華翼猊,spirit_beast.human.metal.06,白玉貔靈,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.wood.04,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.wood.04,翠冠靈鶴,spirit_beast.human.metal.01,玄鋒獬豸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.wood.05,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.wood.05,木靈青鹿,spirit_beast.human.metal.02,鳴金靈隼,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.wood.06,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.wood.06,芝雲神貘,spirit_beast.human.metal.03,星鎧猙獸,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.water.01,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.water.01,瀲光靈鯢,spirit_beast.human.water.04,琉璃海馬麟,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.water.02,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.water.02,月潮飛玄龜,spirit_beast.human.water.05,珠泉獨角靈鯉,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.water.03,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.water.03,雲鰭青螭,spirit_beast.human.water.06,霧海靈鯤,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.water.04,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.water.04,碧渦海馬,spirit_beast.human.water.01,寒潭靈黿,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.water.05,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.water.05,珠霧蝶翼麟,spirit_beast.human.water.02,滄浪青螭,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.metal.04:spirit_beast.fan.water.06,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.fan.water.06,玄波幼螭,spirit_beast.human.water.03,月汐長鰭鯉,凡品,人品,3,1,10000,fivephase_fallback
spirit_fusion.v2:spirit_beast.fan.fire.01:spirit_beast.fan.metal.04,spirit_beast.fan.fire.01,焰翎靈鶴,spirit_beast.fan.metal.04,星鋒九尾,spirit_beast.human.fire.04,熔星狻猊,凡品,人品,3,1,10000,fivephase_fallback
